TIME,RPM,TPS,Tensão_da_Bateria,Temp._do_motor,Temperatura_do_óleo,Temp._do_Ar,Pressão_de_Óleo,Pressão_diferencial_de_combustível,Sonda_Geral,Vazão_da_bancada_A,WPS,Pressão_do_freio,Pressão_da_embreagem,Amortecedor_dianteiro_esquerdo,Amortecedor_traseiro_esquerdo,Velocidade_da_roda_frontal_direita,Velocidade_da_roda_frontal_esquerda,Velocidade_da_roda_traseira_esquerda,Marcha,Força_G_aceleração,Força_G_lateral
-1.000,6061,100.0,13.48,89.6,94.4,35.6,3.66,2.94,0.858,23.94,-4.31,7.9,8.6,53.360,55.880,8.8,0.0,2.6,0,0.574,-0.105
-0.960,5988,100.0,13.48,89.6,94.4,35.6,3.47,2.94,0.859,23.65,-4.32,7.6,8.7,53.360,55.880,9.7,0.0,2.8,0,0.563,-0.103
-0.920,5977,100.0,13.48,89.6,94.4,35.6,3.49,2.94,0.920,23.77,-4.21,7.6,8.1,53.360,55.890,10.8,0.0,2.9,0,0.545,-0.111
-0.880,6009,100.0,13.49,89.7,94.5,35.6,3.63,2.94,0.912,24.49,-4.14,7.5,7.9,53.360,55.920,12.2,0.0,2.9,0,0.580,-0.094
-0.840,6030,99.9,13.49,89.7,94.5,35.6,3.51,2.94,0.890,24.02,-3.84,7.9,7.6,53.330,55.950,13.2,0.0,2.9,0,0.613,-0.106
-0.800,6006,99.9,13.49,89.7,94.5,35.6,3.53,2.94,0.896,24.35,-3.63,8.2,8.4,53.340,55.920,13.8,0.0,3.1,0,0.604,-0.118
-0.760,5890,100.0,13.49,89.7,94.4,35.6,3.49,2.94,0.895,24.11,-3.52,8.3,8.6,53.340,56.040,15.1,0.0,3.7,0,0.592,-0.103
-0.720,5942,100.0,13.49,89.7,94.5,35.5,3.60,2.94,0.892,24.11,-3.48,8.0,8.8,53.330,56.130,16.0,0.0,7.7,0,0.648,-0.100
-0.680,5921,100.0,13.50,89.8,94.4,35.5,3.52,2.94,0.861,24.00,-3.30,7.6,8.5,53.370,56.070,17.1,0.0,18.8,0,0.661,-0.102
-0.640,5898,100.0,13.50,89.8,94.4,35.5,3.72,2.94,0.875,23.51,-3.35,6.8,9.3,53.450,56.070,18.6,0.0,22.6,1,0.661,-0.110
-0.600,5869,100.0,13.50,89.8,94.4,35.5,3.86,2.94,0.871,23.65,-3.03,7.3,9.8,53.370,56.070,19.8,0.0,10.5,1,0.709,-0.119
-0.560,5942,100.0,13.50,89.8,94.5,35.5,3.78,2.94,0.872,23.51,-2.98,7.7,8.5,53.360,55.980,21.1,0.0,9.0,1,0.742,-0.079
-0.520,5831,99.9,13.50,89.8,94.5,35.5,3.73,2.94,0.857,23.29,-2.99,7.9,9.4,53.370,56.090,21.9,0.0,7.6,1,0.767,-0.026
-0.480,5741,99.9,13.50,89.9,94.5,35.4,3.70,2.95,0.871,22.79,-2.74,7.9,9.2,53.400,56.270,24.2,0.0,5.9,1,0.811,-0.033
-0.440,5783,99.9,13.50,89.9,94.5,35.4,3.42,2.95,0.858,22.84,-2.00,7.6,9.4,53.370,56.360,26.0,0.0,7.9,1,0.854,-0.071
-0.400,5940,99.9,13.50,89.9,94.4,35.4,3.56,2.95,0.859,22.46,-0.39,7.8,9.5,53.390,56.250,26.5,0.0,7.6,1,0.826,-0.058
-0.360,6064,100.0,13.50,89.9,94.4,35.4,3.70,2.95,0.865,22.56,2.10,7.7,8.0,53.370,56.030,27.6,0.0,6.4,1,0.745,-0.075
-0.320,5855,100.0,13.51,89.9,94.5,35.4,3.73,2.95,0.881,22.23,3.22,7.9,8.0,53.360,56.030,28.4,0.0,6.2,2,0.705,-0.078
-0.280,5645,100.0,13.51,90.0,94.5,35.4,3.37,2.96,0.954,22.47,3.38,7.9,7.5,53.400,56.130,29.3,0.0,6.0,2,0.718,-0.043
-0.240,5712,100.0,13.51,90.0,94.5,35.4,3.37,2.96,0.910,22.89,3.39,7.6,7.3,53.400,56.270,31.8,0.0,5.2,2,0.763,-0.024
-0.200,5892,100.0,13.51,90.0,94.5,35.4,3.55,2.96,0.880,22.76,3.41,7.8,7.8,53.400,56.160,33.2,0.0,3.4,2,0.771,-0.009
-0.160,5985,100.0,13.52,90.0,94.5,35.4,3.75,2.96,0.873,22.60,3.41,7.7,8.8,53.370,56.100,33.1,0.0,3.2,2,0.729,-0.028
-0.120,6084,100.0,13.52,90.0,94.5,35.3,3.57,2.96,0.899,22.92,3.41,7.7,8.6,53.360,56.100,33.4,0.0,3.2,2,0.679,-0.043
-0.080,5999,100.0,13.52,90.1,94.5,35.3,3.66,2.96,0.931,23.29,3.37,7.1,8.5,53.390,55.970,35.4,0.0,3.3,2,0.626,-0.033
-0.040,6055,100.0,13.53,90.1,94.5,35.3,3.90,2.96,0.984,24.12,3.11,7.4,8.9,53.360,55.580,35.2,0.0,4.1,2,0.531,-0.035
0.000,6345,100.0,13.53,90.1,94.5,35.3,3.89,2.95,0.999,25.72,2.99,7.5,9.0,53.370,55.520,35.5,0.0,8.7,2,0.416,-0.016
0.040,6770,100.0,13.53,90.1,94.5,35.3,4.03,2.95,1.007,26.76,2.95,6.9,8.4,53.360,55.610,36.9,0.0,21.4,2,0.353,-0.026
0.080,7056,100.0,13.52,90.2,94.5,35.3,4.10,2.94,0.940,28.57,2.67,7.4,8.2,53.370,55.580,36.9,0.0,26.3,2,0.318,-0.041
0.120,7142,99.9,13.52,90.2,94.5,35.2,4.56,2.95,0.827,28.16,0.94,7.3,7.5,53.420,55.910,37.7,0.0,16.7,2,0.340,-0.043
0.160,7243,99.9,13.51,90.2,94.5,35.2,4.54,2.95,0.793,26.32,-0.19,7.2,8.3,53.420,55.920,39.4,0.0,18.2,2,0.408,-0.055
0.200,7527,100.0,13.51,90.2,94.5,35.2,4.39,2.95,0.792,26.15,-0.24,7.4,8.8,53.420,55.740,40.8,0.0,15.5,2,0.419,-0.096
0.240,7774,100.0,13.51,90.3,94.5,35.2,4.69,2.95,0.811,26.05,-0.28,7.7,8.9,53.420,55.850,41.3,0.0,21.6,2,0.437,-0.096
0.280,7927,99.9,13.51,90.3,94.5,35.2,4.81,2.94,0.832,25.92,-0.45,7.8,8.7,53.430,55.940,41.5,0.0,32.9,2,0.486,-0.091
0.320,8135,99.9,13.50,90.3,94.5,35.2,4.79,2.95,0.858,27.35,-1.64,7.5,8.7,53.420,56.120,44.0,0.0,20.4,2,0.585,-0.086
0.360,8498,99.9,13.50,90.4,94.5,35.2,4.70,2.95,0.897,30.69,-2.83,8.0,9.6,53.400,55.880,45.0,0.0,13.4,2,0.610,-0.059
0.400,8787,99.9,13.50,90.4,94.5,35.2,4.97,2.94,0.937,31.83,-3.04,7.8,9.8,53.360,55.940,45.7,0.0,16.0,2,0.630,-0.052
0.440,8927,100.0,13.50,90.4,94.5,35.1,5.27,2.94,0.942,32.47,-3.67,7.6,8.6,53.360,55.920,46.8,0.0,24.4,2,0.671,-0.033
0.480,9134,100.0,13.49,90.4,94.5,35.1,5.05,2.94,0.925,32.98,-4.90,7.6,8.6,53.370,55.920,47.3,0.0,25.4,2,0.698,-0.016
0.520,9337,100.0,13.49,90.4,94.5,35.1,4.80,2.94,0.914,35.06,-5.11,7.9,9.1,53.430,55.920,48.4,0.0,25.6,2,0.700,-0.026
0.560,9568,100.0,13.49,90.5,94.5,35.0,5.29,2.94,0.904,36.83,-5.42,7.7,9.2,53.360,55.890,50.4,0.0,25.7,2,0.729,-0.021
0.600,9727,100.0,13.49,90.5,94.5,35.0,5.37,2.95,0.891,38.78,-5.65,7.7,8.8,53.400,56.030,51.9,0.0,25.7,2,0.740,-0.047
0.640,9582,100.0,13.48,90.5,94.5,35.0,5.29,2.95,0.880,38.42,-6.00,7.3,8.4,53.390,55.970,52.5,0.0,25.6,2,0.735,-0.066
0.680,9273,100.0,13.48,90.5,94.5,35.0,5.26,2.95,0.885,36.80,-6.29,7.5,9.6,53.390,55.910,51.0,0.0,25.4,2,0.723,-0.048
0.720,10018,100.0,13.47,90.5,94.5,34.9,5.39,2.95,0.888,41.02,-6.63,7.6,10.0,53.400,55.730,51.6,0.0,24.4,2,0.656,-0.044
0.760,10425,100.0,13.47,90.5,94.5,34.9,5.44,2.94,0.885,42.39,-6.77,8.4,10.0,53.370,55.760,54.1,0.0,18.2,2,0.611,-0.039
0.800,10588,100.0,13.47,90.5,94.5,34.9,5.52,2.94,0.850,42.45,-7.18,9.8,8.3,53.480,55.800,55.2,0.0,4.0,2,0.632,-0.037
0.840,10496,99.9,13.47,90.5,94.5,34.9,5.71,2.94,0.828,40.91,-8.93,15.1,11.0,53.460,56.010,55.1,0.0,4.1,2,0.666,-0.046
0.880,9970,99.9,13.47,90.6,94.5,34.9,5.28,2.96,0.851,37.55,-10.64,37.3,17.5,53.360,55.620,55.6,0.0,8.9,2,0.637,-0.069
0.920,9410,100.0,13.48,90.6,94.5,34.8,4.92,2.96,1.244,34.59,-12.62,77.5,35.6,53.390,55.710,57.7,0.0,22.3,2,0.567,-0.088
0.960,9022,99.9,13.48,90.6,94.5,34.8,4.93,2.94,2.018,36.60,-14.16,91.8,49.0,53.520,55.700,58.2,0.0,50.7,2,0.433,-0.092
1.000,8946,99.9,13.48,90.6,94.5,34.8,5.24,2.93,3.099,37.56,-14.33,85.2,52.6,53.520,55.770,59.0,0.0,48.3,3,0.272,-0.149
1.040,9214,99.9,13.48,90.6,94.5,34.8,5.45,2.94,1.728,37.34,-14.30,65.9,42.3,53.430,55.970,60.3,0.0,49.4,3,0.230,-0.209
1.080,9540,99.8,13.47,90.6,94.5,34.8,5.11,2.94,1.018,37.57,-13.00,41.0,22.4,53.450,56.060,60.9,0.0,51.7,2,0.288,-0.218
1.120,9935,99.9,13.47,90.7,94.5,34.7,4.93,2.95,0.921,37.14,-10.47,29.0,10.8,53.370,55.820,60.8,0.0,53.5,2,0.313,-0.228
1.160,10287,100.0,13.47,90.7,94.5,34.7,5.51,2.95,0.936,43.38,-7.62,26.9,9.6,53.400,55.740,59.1,0.0,58.2,2,0.314,-0.222
1.200,10635,100.0,13.46,90.7,94.5,34.7,5.02,2.94,0.939,45.06,-6.80,27.1,7.3,53.390,55.820,59.9,0.0,62.7,2,0.371,-0.182
1.240,10930,100.0,13.46,90.7,94.5,34.7,5.41,2.94,0.865,45.61,-6.81,25.3,8.8,53.390,55.880,60.6,0.0,61.5,2,0.398,-0.184
1.280,11143,99.9,13.46,90.7,94.5,34.7,5.76,2.94,0.824,45.20,-6.78,27.3,9.3,53.360,55.820,62.4,0.0,49.5,2,0.410,-0.149
1.320,11285,99.8,13.46,90.8,94.5,34.6,5.46,2.93,0.831,44.99,-6.88,23.6,8.3,53.370,55.850,61.9,0.0,22.7,2,0.417,-0.139
1.360,11404,99.7,13.46,90.8,94.5,34.6,5.44,2.94,0.860,45.77,-6.90,21.6,9.1,53.370,55.740,64.1,0.0,21.3,2,0.455,-0.118
1.400,11450,99.8,13.46,90.8,94.5,34.6,5.36,2.94,0.886,46.48,-6.86,20.0,9.1,53.390,55.760,63.2,0.0,19.5,2,0.443,-0.115
1.440,11044,99.9,13.48,90.8,94.5,34.6,5.41,2.94,0.889,45.57,-8.49,25.2,10.9,53.370,55.790,64.8,0.0,21.3,2,0.450,-0.111
1.480,10066,99.7,13.49,90.8,94.5,34.6,5.21,2.94,0.918,42.26,-10.24,36.4,16.3,53.390,55.790,66.0,0.0,20.0,3,0.473,-0.106
1.520,9661,99.8,13.50,90.8,94.5,34.5,4.44,2.95,1.039,40.81,-12.12,74.4,34.2,53.480,55.730,68.4,0.0,25.7,3,0.490,-0.112
1.560,9038,99.8,13.51,90.8,94.5,34.5,4.87,2.97,0.986,36.88,-13.03,119.9,57.7,53.400,55.710,67.6,0.0,29.8,3,0.455,-0.140
1.600,8662,99.8,13.52,90.8,94.5,34.5,5.13,2.96,1.381,37.02,-13.11,133.8,72.5,53.390,55.680,68.8,0.0,23.4,4,0.365,-0.175
1.640,8571,99.9,13.51,90.8,94.5,34.5,5.25,2.94,2.038,37.33,-13.13,126.0,70.6,53.400,55.680,68.3,0.0,25.9,4,0.205,-0.194
1.680,8915,99.9,13.50,90.9,94.5,34.5,5.31,2.94,2.988,37.60,-13.35,115.9,63.9,53.420,55.740,68.5,0.0,32.9,3,0.064,-0.186
1.720,9147,99.8,13.48,90.9,94.5,34.4,5.19,2.95,1.259,34.83,-13.02,80.4,47.0,53.390,55.740,68.9,0.0,29.5,3,0.055,-0.188
1.760,9394,99.8,13.47,90.9,94.5,34.4,4.75,2.95,0.907,31.53,-11.25,62.4,26.4,53.400,55.700,69.9,0.0,20.8,3,0.125,-0.188
1.800,9761,99.9,13.47,90.9,94.6,34.4,5.19,2.95,0.887,27.54,-8.17,55.6,20.0,53.450,55.650,70.0,0.0,20.2,3,0.161,-0.227
1.840,9891,100.0,13.46,90.9,94.6,34.4,5.08,2.94,0.928,15.56,-7.89,53.0,18.7,53.400,55.650,69.1,0.0,13.0,2,0.207,-0.197
1.880,8730,100.0,13.46,90.9,94.6,34.4,4.99,2.94,0.926,35.70,-7.30,49.9,14.4,53.400,55.710,70.7,0.0,11.2,4,0.239,-0.175
1.920,8842,100.0,13.46,91.0,94.6,34.3,5.03,2.95,0.888,38.23,-7.07,50.1,14.1,53.510,55.650,72.7,0.0,11.8,4,0.264,-0.143
1.960,9655,99.9,13.45,91.0,94.6,34.3,4.82,2.95,0.878,40.59,-6.79,49.5,13.7,53.510,55.530,72.0,0.0,19.5,3,0.219,-0.153
2.000,10022,99.9,13.45,91.0,94.6,34.3,5.01,2.93,0.862,42.63,-6.49,40.9,12.6,53.370,55.460,72.9,0.0,17.6,3,0.187,-0.080
2.040,10323,100.0,13.45,91.0,94.6,34.3,5.58,2.94,0.842,42.57,-6.58,39.1,11.0,53.460,55.410,73.1,0.0,27.4,3,0.205,-0.050
2.080,10555,100.0,13.45,91.0,94.5,34.3,5.64,2.95,0.837,41.36,-6.61,36.8,9.3,53.360,55.440,73.6,0.0,36.5,3,0.227,-0.036
2.120,10735,100.0,13.45,91.0,94.5,34.2,5.68,2.95,0.832,40.62,-6.68,39.3,8.0,53.400,55.500,74.9,0.0,38.0,3,0.256,-0.036
2.160,10846,99.9,13.45,91.0,94.5,34.2,5.27,2.94,0.833,40.12,-6.71,36.9,7.9,53.450,55.530,74.0,0.0,38.8,3,0.290,-0.025
2.200,10906,99.9,13.45,91.0,94.6,34.2,4.62,2.94,0.854,39.55,-6.64,33.0,7.8,53.370,55.560,72.8,0.0,38.7,3,0.336,-0.028
2.240,10938,99.9,13.45,91.0,94.6,34.2,4.73,2.94,0.880,39.69,-6.69,33.8,8.2,53.400,55.530,75.5,0.0,37.8,3,0.352,-0.030
2.280,10954,99.8,13.45,91.0,94.6,34.2,5.24,2.94,0.910,40.90,-6.77,30.4,10.5,53.420,55.490,77.1,0.0,31.8,3,0.364,-0.032
2.320,10969,99.5,13.45,91.0,94.6,34.1,5.67,2.94,0.929,42.77,-6.93,32.6,10.3,53.340,55.560,75.4,0.0,20.2,3,0.396,-0.035
2.360,10977,98.0,13.45,91.0,94.6,34.1,5.00,2.93,0.923,44.03,-6.84,34.7,10.2,53.370,55.500,77.4,0.0,29.2,3,0.420,-0.031
2.400,10984,90.4,13.45,91.0,94.6,34.1,5.44,2.93,0.898,44.58,-6.95,62.8,19.1,53.400,55.460,79.4,0.0,33.5,3,0.425,-0.011
2.440,11002,70.2,13.45,91.0,94.6,34.1,4.72,2.94,0.872,41.83,-6.90,163.3,58.7,53.370,55.590,81.3,0.0,20.0,3,0.440,-0.001
2.480,11067,47.2,13.46,91.0,94.6,34.1,5.12,2.95,0.867,35.44,-6.81,299.8,142.9,53.370,55.500,82.4,0.0,15.1,3,0.449,0.005
2.520,11352,24.5,13.46,91.0,94.6,34.0,5.52,2.97,0.903,32.50,-6.89,401.6,196.5,53.360,55.230,80.7,0.0,17.6,3,0.443,0.005
2.560,11836,6.8,13.47,91.0,94.6,34.0,5.39,3.00,0.911,24.05,-6.99,473.9,256.7,53.420,54.990,79.6,0.0,25.3,3,0.271,0.005
2.600,11842,2.1,13.46,91.0,94.6,34.0,5.40,3.00,0.862,22.86,-6.96,502.8,288.7,53.420,54.650,79.6,0.0,29.1,3,-0.141,0.003
2.640,11448,3.7,13.38,91.0,94.6,34.0,5.29,3.00,0.859,18.28,-7.06,534.1,306.1,53.520,54.630,78.0,0.0,35.5,3,-0.454,-0.018
2.680,10986,8.6,13.31,91.0,94.6,33.9,5.38,3.02,0.923,15.10,-7.06,523.2,301.9,53.780,54.690,76.1,0.0,31.2,3,-0.628,-0.070
2.720,10523,16.2,13.24,91.0,94.6,33.9,5.69,3.05,1.035,16.17,-6.92,470.5,269.1,53.570,54.660,73.2,0.0,19.3,3,-0.725,-0.113
2.760,10097,27.6,13.17,91.0,94.6,33.9,5.16,3.04,1.103,16.45,-6.90,406.9,220.2,53.450,54.690,74.6,0.0,14.3,3,-0.768,-0.167
2.800,9683,47.6,13.12,91.0,94.6,33.9,4.00,3.04,1.111,19.03,-6.87,398.8,184.7,53.510,54.680,72.6,0.0,5.6,3,-0.762,-0.206
2.840,9311,69.9,13.13,91.0,94.6,33.8,3.15,3.01,1.015,24.30,-5.59,447.3,203.4,53.460,54.680,70.9,0.0,4.5,3,-0.778,-0.217
2.880,9220,88.4,13.14,91.0,94.6,33.8,3.04,3.00,1.140,29.22,-1.10,507.0,247.3,53.540,54.920,69.5,0.0,4.3,4,-0.771,-0.191
2.920,9838,93.5,13.16,91.0,94.6,33.7,2.63,3.00,1.811,38.13,0.10,562.8,287.5,53.930,54.950,69.0,0.0,4.9,3,-0.776,-0.192
2.960,10610,81.9,13.17,91.0,94.6,33.7,2.61,3.01,1.583,40.57,0.31,579.1,321.4,53.880,54.690,69.0,0.0,6.5,2,-0.818,-0.169
3.000,8741,60.1,13.18,91.0,94.6,33.6,3.70,3.03,0.978,28.01,0.37,573.1,321.0,53.460,54.710,65.4,0.0,7.7,2,-0.863,-0.162
3.040,4409,37.5,13.20,91.0,94.6,33.6,4.96,3.04,0.901,14.25,0.34,568.1,310.6,53.400,54.660,64.5,0.0,14.6,0,-0.895,-0.148
3.080,8012,18.9,13.23,91.0,94.6,33.6,4.89,3.06,0.972,25.59,0.19,566.7,302.9,53.570,54.650,65.6,0.0,30.2,2,-0.922,-0.112
3.120,4607,11.4,13.25,91.0,94.6,33.6,4.27,3.08,1.049,13.17,0.10,553.7,296.0,53.720,54.680,64.4,0.0,32.4,2,-0.944,-0.087
3.160,10748,9.8,13.27,91.0,94.6,33.5,3.45,3.06,0.943,26.90,-0.26,531.8,283.3,53.570,54.660,61.1,0.0,38.0,2,-0.952,-0.076
3.200,11039,7.5,13.29,91.0,94.6,33.5,3.56,3.06,1.054,18.67,-0.58,494.7,260.4,53.490,54.650,60.3,0.0,46.4,2,-0.953,-0.100
3.240,10776,1.5,13.28,91.0,94.6,33.5,3.36,3.06,1.209,19.44,-0.82,449.5,232.4,53.810,54.660,59.4,0.0,39.9,2,-0.940,-0.067
3.280,10387,1.5,13.28,91.0,94.6,33.5,3.92,3.07,1.183,14.09,-0.90,374.6,193.7,53.370,54.710,57.9,0.0,52.1,2,-0.937,-0.033
3.320,9945,6.9,13.27,91.0,94.6,33.5,4.41,3.06,1.171,12.17,-0.74,319.7,150.0,53.390,54.720,58.3,0.0,53.5,2,-0.845,-0.051
3.360,9557,23.9,13.27,91.0,94.6,33.5,4.90,3.06,1.145,13.27,0.06,300.8,120.4,53.360,54.690,57.7,0.0,53.9,2,-0.756,-0.068
3.400,9341,44.4,13.27,91.0,94.6,33.5,5.17,3.02,1.094,19.26,0.20,302.7,119.0,53.340,54.660,57.8,0.0,53.9,2,-0.705,-0.076
3.440,9564,61.6,13.29,91.0,94.6,33.4,5.33,3.00,1.076,25.29,0.36,299.0,116.1,53.330,54.650,58.2,0.0,53.4,2,-0.657,-0.031
3.480,10332,62.0,13.31,91.0,94.6,33.4,5.28,3.00,0.936,33.39,0.14,309.5,120.4,53.370,54.980,57.2,0.0,52.3,2,-0.600,-0.017
3.520,11292,43.3,13.33,91.1,94.6,33.4,5.25,3.02,0.870,33.40,-0.84,319.6,126.1,53.340,54.800,54.9,0.0,52.0,1,-0.580,-0.034
3.560,11930,25.3,13.36,91.1,94.6,33.3,5.49,3.06,0.904,29.81,-3.47,321.6,133.5,53.300,54.660,55.9,0.0,51.3,1,-0.569,-0.031
3.600,12218,16.7,13.38,91.1,94.6,33.3,5.49,3.06,0.989,24.06,-4.17,318.9,137.6,53.360,54.680,54.8,0.0,50.4,1,-0.562,-0.027
3.640,12000,11.4,13.41,91.1,94.6,33.3,5.69,3.06,0.973,26.45,-4.34,310.9,137.9,53.430,54.680,53.9,0.0,48.7,1,-0.560,-0.026
3.680,11214,7.4,13.45,91.1,94.6,33.3,5.83,3.06,0.918,23.04,-6.12,318.9,134.3,53.360,54.660,51.3,0.0,48.3,1,-0.546,-0.043
3.720,9999,3.4,13.48,91.1,94.6,33.3,5.40,3.06,0.966,15.32,-8.05,309.4,136.2,53.330,54.720,50.0,0.0,47.6,2,-0.518,-0.056
3.760,9065,0.5,13.52,91.1,94.6,33.3,4.98,3.06,1.045,11.15,-11.60,303.5,136.9,53.360,54.810,49.3,0.0,42.4,2,-0.357,-0.079
3.800,8439,0.1,13.54,91.1,94.6,33.3,5.23,3.06,1.112,9.10,-15.90,317.0,140.5,53.340,54.720,43.1,0.0,33.7,2,-0.346,-0.134
3.840,8110,0.0,13.55,91.1,94.6,33.3,5.13,3.06,1.125,7.98,-17.44,350.1,165.9,53.480,54.630,35.5,0.0,42.9,1,-0.509,-0.215
3.880,7954,0.0,13.55,91.1,94.6,33.3,5.20,3.06,1.106,7.37,-21.91,387.6,201.4,53.420,54.680,49.0,0.0,44.1,2,-0.659,-0.306
3.920,7883,0.0,13.56,91.1,94.6,33.3,5.07,3.06,1.125,7.04,-24.84,393.7,222.4,54.020,54.660,48.8,0.0,45.9,2,-0.714,-0.350
3.960,7863,0.0,13.56,91.1,94.6,33.3,4.94,3.06,1.181,6.69,-26.45,372.7,203.0,54.210,54.690,46.4,0.0,49.6,2,-0.795,-0.488
4.000,7816,0.0,13.57,91.1,94.6,33.3,5.02,3.06,1.240,6.30,-27.14,289.7,165.0,54.230,54.660,39.9,0.0,50.0,2,-0.851,-0.546
4.040,7774,0.0,13.57,91.1,94.6,33.2,4.92,3.06,1.282,5.93,-28.39,179.0,96.0,53.970,54.740,31.0,0.0,49.7,1,-0.862,-0.593
4.080,7736,0.0,13.57,91.1,94.6,33.2,4.79,3.06,1.306,5.60,-29.76,108.6,36.4,53.870,54.770,42.1,0.0,46.8,2,-0.827,-0.639
4.120,7687,0.0,13.58,91.1,94.6,33.2,4.28,3.06,1.327,5.29,-29.95,85.1,20.9,53.900,54.830,42.5,0.0,40.2,2,-0.764,-0.681
4.160,7618,0.0,13.58,91.1,94.6,33.1,3.13,3.06,1.341,4.99,-30.08,77.3,18.2,53.870,54.960,42.9,0.0,39.2,2,-0.725,-0.706
4.200,7538,0.0,13.59,91.1,94.6,33.1,2.40,3.06,1.359,4.75,-30.07,79.4,16.2,53.840,55.230,41.9,0.0,38.2,2,-0.672,-0.701
4.240,7444,0.0,13.59,91.1,94.6,33.1,2.01,3.06,1.376,4.54,-30.15,75.7,14.5,53.780,55.220,41.2,0.0,33.2,2,-0.622,-0.681
4.280,7365,0.0,13.59,91.1,94.6,33.1,1.84,3.06,1.383,4.40,-30.20,70.0,13.8,53.510,55.140,41.8,0.0,20.1,2,-0.561,-0.683
4.320,7282,0.1,13.59,91.1,94.6,33.0,1.91,3.06,1.370,4.34,-30.44,72.8,12.8,53.480,55.170,41.7,0.0,12.5,2,-0.530,-0.649
4.360,7207,0.4,13.59,91.1,94.7,33.0,2.26,3.06,1.352,4.35,-30.47,71.8,11.8,53.450,55.140,40.7,0.0,13.8,2,-0.510,-0.613
4.400,7148,2.2,13.59,91.1,94.7,33.0,2.76,3.06,1.327,4.45,-30.61,68.0,12.4,53.430,55.170,40.8,0.0,17.0,2,-0.485,-0.577
4.440,7098,8.1,13.59,91.1,94.7,33.0,3.25,3.06,1.300,5.33,-30.78,73.4,12.4,53.420,55.130,40.2,0.0,11.4,2,-0.472,-0.563
4.480,7043,15.6,13.58,91.1,94.6,33.0,3.65,3.05,1.271,7.50,-30.51,73.1,11.5,53.400,55.160,40.6,0.0,13.4,2,-0.453,-0.534
4.520,7040,18.2,13.58,91.1,94.6,33.0,3.92,3.04,1.046,8.70,-28.79,65.9,11.1,53.450,55.140,40.0,0.0,18.9,2,-0.439,-0.523
4.560,7110,18.3,13.58,91.1,94.6,32.9,4.08,3.04,0.853,9.31,-23.47,65.0,10.1,53.400,55.160,39.7,0.0,15.3,2,-0.404,-0.495
4.600,7249,17.8,13.58,91.1,94.6,32.9,4.19,3.04,0.816,9.66,-11.67,63.2,9.1,53.430,55.070,40.2,0.0,5.6,2,-0.398,-0.463
4.640,7404,17.5,13.58,91.1,94.6,32.9,4.31,3.04,0.826,10.82,-0.16,52.4,7.6,53.420,55.100,40.2,0.0,4.4,2,-0.372,-0.391
4.680,7443,17.2,13.58,91.1,94.6,32.9,4.39,3.05,0.815,11.31,10.61,38.5,5.2,53.310,55.110,38.7,0.0,4.1,2,-0.338,-0.309
4.720,7186,16.6,13.58,91.1,94.6,32.9,4.36,3.05,0.801,10.89,17.99,27.8,5.5,53.300,55.110,33.8,0.0,4.0,2,-0.273,-0.148
4.760,6994,16.0,13.58,91.1,94.6,32.9,4.20,3.05,0.805,10.69,30.72,14.7,5.9,53.270,55.050,28.5,0.0,3.9,0,-0.116,0.117
4.800,7090,15.9,13.58,91.1,94.6,32.9,4.16,3.05,0.817,10.91,46.35,12.1,6.4,53.250,54.930,40.3,0.0,4.0,2,0.025,0.249
4.840,7301,15.9,13.57,91.1,94.6,33.0,4.25,3.05,0.825,11.35,56.42,12.8,7.3,53.270,54.650,41.7,0.0,4.8,2,0.053,0.428
4.880,7480,16.0,13.57,91.1,94.6,33.0,4.36,3.06,0.832,11.64,60.43,12.5,7.4,53.400,54.660,40.9,0.0,9.6,2,0.014,0.598
4.920,7549,15.9,13.57,91.1,94.6,33.0,4.46,3.06,0.841,11.66,61.16,13.3,7.9,53.310,54.650,42.3,0.0,20.9,2,-0.042,0.731
4.960,7533,16.0,13.56,91.1,94.6,33.1,4.50,3.06,0.846,11.52,61.10,13.8,7.5,53.300,54.660,42.2,0.0,26.7,2,-0.053,0.813
5.000,7563,15.9,13.56,91.1,94.6,33.1,4.52,3.06,0.844,11.51,60.28,13.2,7.4,53.300,54.630,42.7,0.0,36.9,2,-0.045,0.875
5.040,7638,16.0,13.56,91.1,94.6,33.1,4.57,3.06,0.844,11.63,58.76,12.8,7.6,53.310,54.620,42.8,0.0,33.7,2,-0.037,0.909
5.080,7687,16.0,13.55,91.1,94.6,33.1,4.64,3.06,0.841,11.69,56.03,13.9,7.4,53.330,54.650,43.2,0.0,23.4,2,-0.045,0.936
5.120,7664,16.0,13.55,91.1,94.6,33.2,4.68,3.06,0.839,11.60,53.60,14.9,7.9,53.330,54.650,42.8,0.0,22.2,2,-0.053,0.986
5.160,7687,16.0,13.55,91.1,94.6,33.2,4.71,3.06,0.832,11.58,49.41,13.7,8.4,53.330,54.660,44.1,0.0,21.8,2,-0.051,0.991
5.200,7752,16.0,13.54,91.1,94.6,33.2,4.76,3.06,0.829,11.69,46.68,13.7,8.7,53.330,54.620,44.5,0.0,21.6,2,-0.058,1.042
5.240,7760,16.1,13.53,91.1,94.6,33.2,4.60,3.06,0.825,11.74,46.32,13.5,8.9,53.360,54.660,44.4,0.0,21.0,2,-0.063,1.065
