TIME,RPM,TPS,Tensão_da_Bateria,Temp._do_motor,Temperatura_do_óleo,Temp._do_Ar,Pressão_de_Óleo,Pressão_diferencial_de_combustível,Sonda_Geral,Vazão_da_bancada_A,WPS,Pressão_do_freio,Pressão_da_embreagem,Amortecedor_dianteiro_esquerdo,Amortecedor_traseiro_esquerdo,Velocidade_da_roda_frontal_direita,Velocidade_da_roda_frontal_esquerda,Velocidade_da_roda_traseira_esquerda,Marcha,Força_G_aceleração,Força_G_lateral
21.160,9983,25.5,13.53,93.3,95.0,32.7,3.51,3.03,0.900,18.31,-19.87,18.1,10.0,53.340,56.940,38.8,0.0,47.3,1,-0.275,-1.290
21.200,7786,25.7,13.53,93.3,95.0,32.7,3.93,3.03,0.909,14.08,-14.29,16.4,10.4,53.340,57.060,38.6,0.0,59.7,1,-0.258,-1.282
21.240,4109,24.8,13.53,93.3,95.0,32.7,4.40,3.03,0.898,7.26,-16.20,11.7,9.7,53.280,57.080,40.3,0.0,55.0,1,-0.192,-1.156
21.280,9115,22.4,13.54,93.3,95.0,32.7,4.75,3.04,0.884,15.95,-20.38,6.6,10.0,53.310,56.960,40.3,0.0,54.5,1,-0.121,-1.066
21.320,9280,20.8,13.54,93.3,95.0,32.8,4.86,3.04,0.936,16.05,-22.63,6.5,9.7,53.490,56.970,40.5,0.0,53.0,1,-0.059,-1.047
21.360,9037,20.4,13.54,93.3,95.0,32.8,4.88,3.04,0.947,15.36,-29.03,6.2,8.4,53.310,56.970,41.7,0.0,49.1,1,-0.017,-1.044
21.400,8566,20.2,13.55,93.3,95.0,32.8,4.83,3.04,0.902,14.32,-47.61,6.6,9.3,53.300,56.930,42.5,0.0,48.4,2,0.137,-0.973
21.440,8289,20.1,13.55,93.3,95.0,32.8,4.69,3.03,0.868,13.94,-71.12,6.9,10.0,53.310,56.970,42.1,0.0,46.9,2,0.203,-0.967
21.480,8248,20.3,13.54,93.3,95.0,32.8,4.51,3.04,0.841,14.07,-89.26,7.1,9.9,53.370,56.960,42.7,0.0,43.3,2,0.210,-1.007
21.520,8338,21.0,13.54,93.4,95.0,32.9,4.35,3.04,0.835,14.25,-97.70,7.2,8.9,53.450,56.960,41.7,0.0,38.7,2,0.173,-1.043
21.560,8484,22.5,13.54,93.4,95.0,32.9,4.28,3.04,0.839,14.49,-98.27,6.9,8.5,53.360,57.060,41.3,0.0,32.3,1,0.097,-1.116
21.600,8516,22.8,13.54,93.4,95.0,32.9,4.27,3.03,0.837,14.65,-98.31,6.6,8.3,53.340,56.990,42.2,0.0,41.3,2,0.050,-1.148
21.640,8548,22.9,13.54,93.4,95.0,32.9,4.28,3.04,0.840,14.89,-97.91,6.9,8.7,53.310,57.000,42.7,0.0,35.3,2,0.015,-1.135
21.680,8590,22.9,13.55,93.4,95.0,32.9,4.34,3.04,0.849,15.05,-97.01,6.8,9.5,53.330,57.000,42.1,0.0,19.5,1,-0.007,-1.141
21.720,8669,22.9,13.55,93.4,95.0,32.9,4.44,3.04,0.862,15.27,-96.81,6.9,9.1,53.330,56.940,42.7,0.0,20.0,2,-0.025,-1.183
21.760,8703,22.9,13.55,93.4,95.0,32.9,4.54,3.04,0.868,15.35,-96.85,6.9,8.8,53.310,57.000,41.9,0.0,25.7,1,-0.050,-1.192
21.800,8727,22.9,13.55,93.4,95.0,32.9,4.54,3.04,0.875,15.39,-96.83,6.7,8.8,53.370,57.080,42.4,0.0,31.9,1,-0.050,-1.180
21.840,8765,22.9,13.55,93.4,95.0,32.9,4.20,3.04,0.871,15.47,-96.83,6.9,8.8,53.510,57.030,44.3,0.0,44.7,2,-0.044,-1.219
21.880,8826,22.9,13.56,93.4,95.0,32.9,3.84,3.04,0.871,15.58,-96.84,7.0,8.7,53.630,57.020,43.0,0.0,45.8,2,-0.050,-1.235
21.920,8904,22.9,13.56,93.5,95.0,32.9,3.98,3.04,0.871,15.71,-96.55,6.9,8.6,53.570,57.030,42.4,0.0,45.1,1,-0.064,-1.268
21.960,8913,23.0,13.56,93.5,95.0,32.9,4.21,3.04,0.870,15.66,-94.01,7.1,9.2,53.340,57.110,43.4,0.0,44.8,2,-0.068,-1.280
22.000,8916,23.0,13.56,93.5,95.0,32.9,4.41,3.04,0.865,15.64,-87.37,7.2,8.9,53.360,57.180,43.3,0.0,43.7,2,-0.052,-1.256
22.040,8964,23.2,13.56,93.5,95.0,32.9,4.61,3.04,0.868,15.74,-76.04,7.2,8.2,53.390,57.140,42.9,0.0,36.5,1,-0.036,-1.276
22.080,9034,24.4,13.56,93.5,95.0,32.9,4.86,3.03,0.868,15.88,-61.03,7.4,8.2,53.340,57.170,45.0,0.0,20.2,2,-0.046,-1.313
22.120,9081,26.6,13.56,93.5,95.0,32.9,5.04,3.03,0.866,16.08,-45.47,7.0,8.2,53.340,57.120,44.2,0.0,20.0,1,-0.058,-1.349
22.160,9091,27.1,13.55,93.5,95.0,32.9,5.06,3.03,0.874,16.47,-40.92,6.6,9.9,53.300,57.200,45.2,0.0,22.8,2,-0.061,-1.353
22.200,9107,27.1,13.55,93.5,95.0,32.9,5.04,3.03,0.886,16.79,-40.88,6.6,9.4,53.360,57.180,44.4,0.0,18.5,1,-0.034,-1.311
22.240,9177,27.1,13.55,93.5,95.0,32.9,4.96,3.03,0.904,17.10,-42.90,6.8,8.2,53.310,57.240,45.6,0.0,24.4,2,0.021,-1.267
22.280,9259,27.1,13.55,93.5,95.0,32.9,5.02,3.03,0.924,17.35,-46.13,7.2,8.6,53.330,57.170,46.0,0.0,44.1,2,0.053,-1.251
22.320,9300,27.2,13.55,93.6,95.0,33.0,5.06,3.03,0.936,17.45,-48.87,7.7,8.2,53.450,57.150,46.2,0.0,42.2,2,0.068,-1.251
22.360,9335,27.3,13.55,93.6,95.0,33.0,5.06,3.03,0.946,17.52,-49.25,7.3,8.4,53.480,57.230,46.9,0.0,36.3,2,0.077,-1.267
22.400,9361,27.3,13.54,93.6,95.0,33.0,5.05,3.03,0.951,17.57,-50.28,7.2,8.9,53.510,57.260,46.5,0.0,47.3,2,0.090,-1.314
22.440,9400,27.3,13.53,93.6,95.0,33.0,5.06,3.03,0.962,17.67,-54.54,6.6,8.5,53.270,57.260,45.8,0.0,48.1,2,0.111,-1.267
22.480,9448,27.3,13.51,93.6,95.1,33.0,5.07,3.03,0.959,17.72,-59.34,6.8,8.6,53.420,57.230,45.5,0.0,47.2,1,0.139,-1.243
22.520,9514,28.0,13.50,93.6,95.1,33.0,5.10,3.03,0.956,17.84,-61.16,7.6,8.0,53.400,57.150,46.3,0.0,42.7,2,0.133,-1.241
22.560,9595,30.1,13.48,93.6,95.1,33.0,5.11,3.03,0.958,18.07,-61.22,7.3,8.3,53.390,57.230,46.4,0.0,36.4,2,0.109,-1.257
22.600,9626,31.2,13.47,93.6,95.1,33.0,5.10,3.03,0.951,18.38,-61.64,6.7,8.4,53.300,57.260,46.9,0.0,48.6,1,0.086,-1.304
22.640,9678,30.6,13.49,93.6,95.1,33.0,5.19,3.03,0.953,18.97,-61.70,6.9,9.3,53.300,57.440,48.7,0.0,48.9,2,0.088,-1.307
22.680,9825,29.3,13.50,93.6,95.1,33.0,5.21,3.03,0.973,19.60,-61.95,7.1,9.4,53.360,57.330,47.6,0.0,43.9,1,0.113,-1.277
22.720,9979,29.0,13.51,93.7,95.1,33.0,5.21,3.03,1.002,20.11,-61.75,7.0,8.6,53.310,57.300,49.0,0.0,38.0,2,0.103,-1.282
22.760,10051,29.1,13.53,93.7,95.1,33.0,5.24,3.04,1.003,20.09,-61.81,6.6,9.4,53.280,57.320,49.6,0.0,50.4,2,0.086,-1.292
22.800,10044,29.1,13.54,93.7,95.1,33.0,5.33,3.03,0.993,19.91,-61.78,6.6,7.7,53.310,57.440,47.9,0.0,51.7,1,0.090,-1.288
22.840,10051,29.2,13.54,93.7,95.1,33.0,5.23,3.03,0.973,19.56,-61.82,6.3,8.8,53.300,57.540,48.8,0.0,51.7,2,0.122,-1.280
22.880,10149,29.2,13.54,93.7,95.1,33.0,5.14,3.03,0.967,19.52,-61.77,6.9,12.0,53.300,57.470,48.9,0.0,50.4,2,0.125,-1.305
22.920,10278,29.1,13.54,93.7,95.1,33.0,5.24,3.03,0.964,19.64,-60.76,7.0,10.7,53.300,57.380,48.1,0.0,40.9,1,0.099,-1.305
22.960,10357,29.2,13.54,93.7,95.1,33.0,5.25,3.03,0.967,19.73,-56.10,7.2,9.2,53.340,57.390,49.6,0.0,19.9,1,0.073,-1.317
23.000,10384,29.1,13.54,93.7,95.1,33.0,5.27,3.03,0.959,19.70,-47.21,7.2,10.6,53.600,57.510,50.1,0.0,20.2,1,0.053,-1.345
23.040,10366,29.2,13.54,93.7,95.1,33.0,5.25,3.03,0.949,19.60,-39.19,7.0,10.1,53.550,57.560,49.7,0.0,22.1,2,0.050,-1.403
23.080,10378,29.2,13.54,93.7,95.1,33.0,5.14,3.03,0.962,19.57,-36.81,6.7,9.9,53.520,57.570,49.1,0.0,25.2,2,0.067,-1.404
23.120,10409,29.3,13.54,93.8,95.1,33.0,5.13,3.03,0.971,19.65,-35.81,6.4,8.7,53.310,57.480,48.9,0.0,18.3,1,0.084,-1.405
23.160,10473,29.3,13.54,93.8,95.1,33.0,4.86,3.03,0.971,19.77,-37.08,6.7,8.9,53.330,57.470,50.2,0.0,17.4,1,0.102,-1.378
23.200,10525,29.4,13.54,93.8,95.1,33.0,4.41,3.03,0.967,19.85,-39.11,7.2,8.5,53.280,57.410,50.0,0.0,28.8,2,0.094,-1.368
23.240,10528,29.7,13.54,93.8,95.1,33.0,4.27,3.03,0.959,19.91,-40.00,7.4,9.8,53.370,57.480,48.6,0.0,29.7,1,0.091,-1.376
23.280,10525,30.7,13.53,93.8,95.1,33.0,4.17,3.03,0.956,19.93,-41.36,7.5,9.9,53.550,57.480,50.9,0.0,26.6,2,0.094,-1.414
23.320,10571,31.5,13.52,93.8,95.2,33.0,4.54,3.03,0.958,20.03,-42.25,6.8,9.9,53.310,57.500,51.7,0.0,20.7,1,0.106,-1.401
23.360,10686,31.8,13.52,93.8,95.2,33.0,5.04,3.03,0.956,20.50,-42.53,6.5,10.2,53.270,57.420,51.4,0.0,25.2,2,0.124,-1.358
23.400,10802,32.9,13.51,93.8,95.2,33.0,5.35,3.03,0.962,21.29,-41.68,7.2,9.5,53.310,57.170,50.2,0.0,18.0,1,0.116,-1.312
23.440,10840,37.9,13.52,93.8,95.2,33.0,5.39,3.03,0.958,23.66,-39.25,8.1,9.1,53.520,57.140,52.1,0.0,21.0,1,0.086,-1.308
23.480,10820,46.7,13.52,93.8,95.2,33.0,5.36,3.01,0.941,28.96,-38.09,7.9,9.7,53.670,57.420,52.8,0.0,25.0,2,0.053,-1.347
23.520,10899,48.1,13.53,93.9,95.2,32.9,5.34,3.00,0.946,31.22,-38.49,7.0,10.3,53.850,58.100,50.8,0.0,37.9,1,0.076,-1.378
23.560,11192,48.5,13.54,93.9,95.2,32.9,5.23,3.02,0.938,32.97,-41.98,7.0,10.4,53.520,57.990,52.0,0.0,53.7,1,0.109,-1.457
23.600,11657,48.3,13.54,93.9,95.2,32.9,5.37,3.01,0.970,37.51,-46.99,6.8,10.9,53.250,57.840,52.3,0.0,58.9,1,0.110,-1.470
23.640,12049,47.5,13.54,93.9,95.2,32.9,5.34,3.01,0.974,38.01,-50.60,7.4,9.8,53.310,57.120,52.5,0.0,59.3,1,0.105,-1.453
23.680,12052,45.5,13.54,93.9,95.2,32.9,5.32,3.01,0.936,38.39,-46.97,7.8,8.7,53.640,57.080,51.9,0.0,57.6,1,0.097,-1.375
23.720,11905,44.8,13.53,93.9,95.2,32.9,5.12,3.01,0.906,37.33,-34.37,7.3,9.0,54.330,57.740,51.7,0.0,44.8,1,0.108,-1.445
23.760,11933,47.5,13.53,93.9,95.2,32.9,5.25,3.01,0.910,36.44,-22.08,6.5,10.4,54.180,58.380,53.2,0.0,17.7,1,0.142,-1.535
23.800,12167,47.4,13.52,93.9,95.2,32.9,5.43,3.01,0.908,38.83,-18.86,6.1,10.7,53.270,58.380,51.3,0.0,21.9,1,0.187,-1.551
23.840,12464,46.9,13.50,93.9,95.2,32.9,5.39,3.01,0.913,39.99,-18.38,6.5,9.3,53.300,57.780,52.3,0.0,22.0,1,0.209,-1.459
23.880,12551,47.1,13.47,94.0,95.2,32.9,5.40,3.01,0.912,41.26,-16.49,7.8,9.6,53.310,55.670,52.8,0.0,21.7,1,0.139,-1.345
23.920,12406,52.5,13.44,94.0,95.2,33.0,5.54,3.01,0.948,42.42,-7.56,8.4,9.9,53.810,56.150,54.4,0.0,23.8,1,0.033,-1.330
23.960,12205,66.9,13.42,94.0,95.2,33.0,5.40,3.00,0.910,46.07,3.47,7.7,10.9,54.690,57.330,53.2,0.0,33.8,1,0.015,-1.328
24.000,12163,68.4,13.40,94.0,95.2,33.0,5.23,2.99,0.856,49.93,7.17,7.4,9.9,54.900,58.500,52.0,0.0,32.1,1,0.030,-1.590
24.040,12197,60.2,13.41,94.0,95.2,33.0,4.95,3.01,0.828,44.80,7.94,6.8,10.2,53.720,58.460,53.3,0.0,27.6,1,0.135,-1.603
24.080,12449,55.5,13.43,94.0,95.2,33.0,4.73,3.01,0.842,49.19,9.44,6.5,9.5,53.300,57.810,53.7,0.0,31.6,1,0.197,-1.545
24.120,12392,52.9,13.44,94.1,95.3,33.0,4.31,3.01,0.861,48.75,15.66,6.7,9.2,53.280,56.540,54.0,0.0,25.3,1,0.209,-1.415
24.160,12135,51.8,13.46,94.1,95.3,33.0,4.19,3.01,0.888,45.45,29.43,7.6,9.9,53.510,56.300,57.3,0.0,27.7,1,0.175,-1.175
24.200,11678,48.9,13.47,94.1,95.3,33.0,4.39,3.01,0.867,39.68,33.62,7.4,10.4,53.900,57.170,58.7,0.0,34.7,2,0.216,-0.719
24.240,11209,38.2,13.47,94.1,95.3,33.0,4.96,3.02,0.834,32.11,20.73,6.9,10.4,53.490,58.250,59.8,0.0,35.0,2,0.404,-0.552
24.280,10659,25.5,13.47,94.1,95.3,32.9,5.11,3.05,0.873,25.07,5.73,6.4,9.5,53.270,58.100,60.8,0.0,33.5,2,0.485,-0.698
24.320,10488,22.0,13.48,94.1,95.3,32.9,5.11,3.07,0.893,26.27,-9.45,7.8,8.2,53.300,56.930,62.9,0.0,36.8,2,0.479,-0.762
24.360,10533,19.0,13.48,94.1,95.3,32.9,5.39,3.05,0.881,24.54,-11.72,13.3,9.2,53.250,55.550,64.1,0.0,44.0,2,0.321,-0.804
24.400,10569,12.3,13.49,94.1,95.3,32.9,5.30,3.07,0.859,20.98,-8.78,31.9,12.2,53.300,55.610,64.2,0.0,29.4,2,0.186,-0.767
24.440,10403,3.7,13.50,94.1,95.3,32.9,5.24,3.07,0.822,18.36,-8.86,77.2,23.3,53.300,55.740,62.4,0.0,21.8,2,0.120,-0.426
24.480,10088,0.7,13.52,94.2,95.4,32.9,5.23,3.07,0.820,14.63,-7.72,113.9,45.2,53.310,55.670,60.0,0.0,21.1,2,0.043,-0.208
24.520,9760,0.2,13.54,94.2,95.4,32.9,5.15,3.07,0.849,11.68,2.69,102.7,56.2,53.280,55.050,59.2,0.0,23.8,2,-0.023,-0.139
24.560,9706,0.2,13.56,94.2,95.4,32.9,5.14,3.06,0.920,10.19,13.01,76.6,36.5,53.240,54.920,59.3,0.0,35.1,2,-0.097,-0.091
24.600,9857,0.7,13.57,94.2,95.4,32.9,5.31,3.06,1.002,9.59,13.37,65.8,16.0,53.300,54.830,58.6,0.0,48.8,2,-0.184,0.221
24.640,9927,4.3,13.57,94.2,95.4,32.8,5.44,3.06,1.089,9.21,11.78,60.1,13.1,53.300,54.830,59.8,0.0,50.3,2,-0.329,0.408
24.680,9886,12.6,13.57,94.2,95.4,32.8,5.30,3.06,1.162,10.06,11.80,53.7,11.0,53.250,54.620,57.6,0.0,50.2,2,-0.419,0.426
24.720,9818,14.0,13.57,94.3,95.4,32.8,5.16,3.05,1.206,12.63,11.78,36.9,10.2,53.280,54.660,58.9,0.0,51.2,2,-0.430,0.441
24.760,9760,14.3,13.57,94.3,95.5,32.7,4.87,3.06,1.212,11.18,10.07,27.7,7.5,53.280,54.660,59.0,0.0,53.7,2,-0.430,0.452
24.800,9734,14.5,13.57,94.3,95.5,32.7,4.90,3.06,1.195,11.16,5.19,24.3,8.7,53.310,54.630,58.6,0.0,56.4,2,-0.451,0.448
24.840,9727,15.3,13.57,94.3,95.5,32.7,5.04,3.06,1.125,11.33,4.22,21.0,7.3,53.300,54.650,56.1,0.0,61.6,2,-0.460,0.393
24.880,9739,17.4,13.56,94.3,95.5,32.6,4.98,3.06,1.016,11.37,11.96,10.6,7.2,53.250,54.650,55.4,0.0,53.5,2,-0.366,0.327
24.920,9745,18.3,13.56,94.3,95.5,32.6,5.08,3.05,0.933,11.38,19.67,12.5,7.0,53.270,54.630,56.7,0.0,33.6,2,-0.305,0.376
24.960,9811,18.5,13.56,94.3,95.5,32.6,5.06,3.05,0.862,12.31,20.23,22.1,8.0,53.270,54.590,57.5,0.0,36.3,2,-0.301,0.514
25.000,9909,18.5,13.56,94.3,95.5,32.5,5.00,3.06,0.812,12.96,20.56,26.3,9.3,53.250,54.660,57.4,0.0,48.9,2,-0.312,0.667
25.040,9993,18.5,13.56,94.3,95.5,32.5,5.00,3.06,0.780,13.24,21.99,13.0,9.3,53.280,54.650,58.0,0.0,50.2,2,-0.299,0.730
25.080,9986,18.4,13.55,94.3,95.5,32.5,5.15,3.06,0.773,13.32,22.00,8.3,9.4,53.270,54.630,57.8,0.0,52.8,2,-0.242,0.721
25.120,9900,18.5,13.55,94.3,95.5,32.5,5.25,3.05,0.776,13.31,17.79,7.2,9.4,53.270,54.630,56.3,0.0,61.9,2,-0.204,0.746
25.160,9808,18.6,13.55,94.3,95.5,32.5,5.26,3.03,0.784,13.34,10.14,6.8,10.9,53.330,54.630,57.5,0.0,62.5,2,-0.157,0.741
25.200,9704,19.0,13.55,94.3,95.5,32.5,5.21,2.98,0.789,13.37,6.86,5.2,10.7,53.360,54.630,57.1,0.0,59.0,2,-0.104,0.660
25.240,9680,20.3,13.54,94.3,95.6,32.5,5.18,2.97,0.786,13.61,6.33,4.9,9.1,53.310,54.650,56.7,0.0,50.5,2,-0.043,0.564
25.280,9719,21.5,13.54,94.3,95.6,32.5,5.12,2.97,0.782,14.12,6.26,5.0,7.5,53.310,54.650,57.2,0.0,50.6,2,-0.005,0.500
25.320,9783,22.2,13.54,94.4,95.6,32.5,4.92,2.97,0.780,14.92,6.22,5.1,7.4,53.310,54.630,55.1,0.0,53.0,2,-0.019,0.400
25.360,9838,22.5,13.53,94.4,95.6,32.5,4.45,2.97,0.785,15.64,6.23,5.4,7.4,53.280,54.650,54.8,0.0,53.1,2,-0.009,0.326
25.400,9859,22.6,13.53,94.4,95.6,32.5,4.25,2.97,0.801,16.05,4.71,5.7,8.9,53.270,54.780,54.7,0.0,52.4,2,0.013,0.269
25.440,9895,22.6,13.51,94.4,95.6,32.5,4.89,2.97,0.815,16.37,-6.04,6.1,9.5,53.270,54.720,56.7,0.0,47.0,2,0.040,0.202
25.480,9954,22.8,13.50,94.4,95.6,32.5,5.14,2.96,0.823,16.63,-21.97,6.6,9.1,53.310,54.740,57.8,0.0,38.7,2,0.060,0.155
25.520,10024,24.2,13.48,94.4,95.6,32.5,5.34,2.97,0.834,16.97,-33.72,6.7,8.5,53.370,54.810,57.0,0.0,51.1,2,0.081,0.067
25.560,10121,28.0,13.47,94.4,95.6,32.5,5.36,2.96,0.843,18.52,-35.36,7.3,10.6,53.310,55.500,54.8,0.0,51.6,2,0.072,-0.276
25.600,10294,31.5,13.46,94.4,95.6,32.5,5.12,2.95,0.845,21.95,-35.56,6.6,10.8,53.310,55.610,54.4,0.0,46.2,2,0.046,-0.548
25.640,10453,32.1,13.48,94.4,95.7,32.5,5.09,2.94,0.854,22.66,-35.48,6.8,10.9,53.340,56.210,56.2,0.0,33.5,2,0.037,-0.655
25.680,10585,32.0,13.50,94.4,95.7,32.6,5.11,2.94,0.858,22.87,-35.57,6.4,11.3,53.360,56.430,57.5,0.0,38.2,2,0.057,-0.697
25.720,10715,31.3,13.53,94.5,95.7,32.6,5.24,2.95,0.870,23.42,-34.69,6.7,11.0,53.360,56.430,57.7,0.0,51.3,2,0.095,-0.766
25.760,10800,29.8,13.55,94.5,95.7,32.6,5.31,2.94,0.871,23.21,-28.59,6.8,10.6,53.400,56.340,55.9,0.0,51.5,2,0.106,-0.827
25.800,10785,26.6,13.57,94.5,95.7,32.6,5.39,2.95,0.874,21.64,-22.04,6.2,11.0,53.360,56.420,56.8,0.0,41.5,2,0.109,-0.879
25.840,10689,18.4,13.57,94.5,95.7,32.6,5.17,2.97,0.877,20.30,-18.88,6.4,11.2,53.330,56.540,58.3,0.0,21.4,2,0.147,-0.855
25.880,10551,9.6,13.58,94.5,95.7,32.6,5.07,3.00,0.897,18.38,-15.44,6.4,11.2,53.280,56.540,59.6,0.0,31.1,2,0.197,-0.796
25.920,10309,1.5,13.58,94.5,95.7,32.7,4.70,3.00,0.910,17.69,-7.79,6.5,10.8,53.300,56.450,60.0,0.0,32.7,2,0.231,-0.737
25.960,10025,0.4,13.58,94.5,95.7,32.7,3.91,3.01,0.901,13.76,3.09,6.1,10.6,53.270,56.210,60.9,0.0,37.5,2,0.201,-0.666
26.000,9790,0.1,13.59,94.5,95.7,32.7,3.69,3.02,0.856,11.11,10.58,6.3,9.7,53.270,55.950,61.1,0.0,48.5,2,0.129,-0.468
26.040,9705,0.2,13.58,94.5,95.7,32.7,4.08,3.02,0.872,9.72,13.34,6.6,9.8,53.270,55.700,61.8,0.0,51.0,2,0.061,-0.274
26.080,9812,1.2,13.57,94.5,95.7,32.7,4.65,3.02,0.903,9.01,13.65,6.8,9.4,53.300,54.920,61.8,0.0,51.4,2,-0.064,-0.070
26.120,9855,3.6,13.56,94.5,95.7,32.7,4.86,3.06,0.927,8.39,14.71,6.7,8.9,53.270,54.660,59.0,0.0,51.4,2,-0.249,0.161
26.160,9903,4.1,13.56,94.5,95.7,32.7,5.06,3.07,0.995,7.95,19.53,6.7,9.5,53.280,54.650,60.6,0.0,50.5,2,-0.334,0.288
26.200,9908,4.2,13.55,94.5,95.7,32.7,5.23,3.07,1.120,7.76,28.35,7.7,10.0,53.240,54.630,57.8,0.0,48.6,2,-0.365,0.345
26.240,9847,4.5,13.56,94.5,95.7,32.7,5.11,3.07,1.216,7.50,33.34,8.3,9.6,53.270,54.650,57.3,0.0,49.4,2,-0.412,0.575
26.280,9688,6.6,13.57,94.5,95.7,32.7,4.91,3.07,1.280,7.39,34.16,8.0,9.9,53.210,54.570,57.2,0.0,51.9,2,-0.452,0.758
26.320,9474,11.0,13.57,94.6,95.7,32.6,4.56,3.07,1.295,8.40,35.07,7.6,8.8,53.280,54.620,59.2,0.0,52.2,2,-0.471,0.878
26.360,9345,13.3,13.58,94.6,95.7,32.6,4.08,3.06,1.315,11.11,35.94,7.3,8.0,53.280,54.620,58.0,0.0,52.3,2,-0.449,0.946
26.400,9258,13.6,13.58,94.6,95.8,32.6,4.18,3.06,1.321,11.03,34.66,7.2,8.4,53.240,54.570,57.4,0.0,52.3,2,-0.413,0.963
26.440,9242,13.7,13.58,94.6,95.8,32.6,4.13,3.06,1.310,10.83,31.53,7.3,8.7,53.280,54.560,58.1,0.0,52.2,2,-0.403,1.009
26.480,9279,13.7,13.58,94.6,95.8,32.6,4.03,3.06,1.211,11.23,31.13,6.8,8.8,53.310,54.600,57.0,0.0,52.0,2,-0.402,1.044
26.520,9351,13.7,13.58,94.6,95.8,32.6,3.88,3.06,1.011,11.45,33.41,7.1,8.6,53.420,54.620,54.2,0.0,50.2,2,-0.384,1.062
26.560,9427,13.7,13.58,94.6,95.8,32.6,3.59,3.06,0.884,11.49,39.77,7.4,8.4,53.280,54.570,55.0,0.0,46.3,2,-0.338,1.073
26.600,9463,13.7,13.57,94.6,95.8,32.6,3.61,3.06,0.825,11.27,44.27,8.7,8.6,53.270,54.530,55.0,0.0,45.8,2,-0.350,1.060
26.640,9473,13.7,13.57,94.6,95.8,32.6,3.58,3.06,0.804,11.44,46.46,8.1,8.7,53.300,54.560,55.4,0.0,45.7,2,-0.348,1.098
26.680,9482,13.7,13.56,94.6,95.8,32.6,3.50,3.06,0.779,11.46,46.71,7.6,9.5,53.420,54.620,53.1,0.0,46.1,2,-0.315,1.132
26.720,9499,13.9,13.55,94.6,95.8,32.6,3.29,3.06,0.767,11.39,46.90,7.5,9.6,53.400,54.620,51.2,0.0,46.8,2,-0.282,1.146
26.760,9483,14.4,13.55,94.6,95.8,32.6,3.43,3.06,0.765,11.41,46.97,7.1,9.4,53.430,54.590,51.9,0.0,41.5,2,-0.251,1.100
26.800,9431,14.6,13.54,94.6,95.8,32.6,3.85,3.06,0.767,11.39,46.98,6.5,9.3,53.400,54.560,54.2,0.0,28.8,2,-0.237,1.129
26.840,9374,14.7,13.54,94.6,95.8,32.6,4.18,3.05,0.763,11.43,46.91,6.6,9.0,53.420,54.620,54.5,0.0,23.7,2,-0.212,1.125
26.880,9291,14.6,13.54,94.6,95.8,32.6,4.27,3.04,0.761,11.44,46.89,7.2,8.3,53.280,54.660,54.7,0.0,14.2,2,-0.217,1.073
26.920,9261,14.6,13.54,94.6,95.8,32.7,4.26,2.99,0.759,11.44,49.17,7.1,8.3,53.390,54.560,54.4,0.0,15.3,2,-0.207,1.040
26.960,9180,14.8,13.54,94.6,95.8,32.7,4.10,2.99,0.758,11.45,51.97,6.8,8.5,53.300,54.630,54.2,0.0,24.8,2,-0.191,0.998
27.000,9144,14.9,13.54,94.6,95.8,32.7,3.81,2.99,0.761,11.51,52.85,6.8,8.9,53.360,54.620,52.6,0.0,20.0,2,-0.182,1.091
27.040,9204,15.0,13.53,94.6,95.8,32.7,3.47,2.99,0.757,11.69,52.98,6.9,9.7,53.400,54.570,52.7,0.0,6.6,2,-0.182,1.232
27.080,9260,15.0,13.53,94.6,95.8,32.7,2.99,2.99,0.755,11.92,53.14,7.5,9.5,53.480,54.540,52.4,0.0,6.5,2,-0.214,1.259
27.120,9277,15.2,13.52,94.6,95.8,32.7,2.78,2.99,0.757,12.02,53.53,7.4,9.3,53.400,54.570,52.6,0.0,10.4,2,-0.231,1.259
27.160,9292,15.8,13.52,94.6,95.8,32.7,2.57,2.99,0.757,12.14,54.07,7.1,8.7,53.420,54.510,50.3,0.0,20.5,2,-0.211,1.226
27.200,9342,16.4,13.51,94.6,95.8,32.7,2.39,2.99,0.759,12.34,53.80,6.9,8.8,53.370,54.560,49.7,0.0,43.2,2,-0.197,1.199
27.240,9393,16.8,13.51,94.6,95.8,32.7,2.25,2.99,0.763,12.61,53.29,6.8,8.8,53.240,54.560,50.6,0.0,46.0,2,-0.182,1.199
27.280,9422,17.2,13.51,94.6,95.8,32.7,2.27,2.98,0.764,12.83,52.58,6.5,8.7,53.420,54.590,49.5,0.0,46.7,2,-0.182,1.219
27.320,9395,18.0,13.50,94.6,95.8,32.8,2.30,2.98,0.769,12.97,49.95,6.7,8.1,53.420,54.620,49.3,0.0,46.9,2,-0.197,1.212
27.360,9321,19.5,13.50,94.6,95.8,32.8,2.38,2.98,0.775,13.21,46.36,6.5,8.5,53.420,54.600,50.3,0.0,46.9,2,-0.192,1.214
27.400,9373,20.5,13.50,94.6,95.8,32.8,2.41,2.98,0.776,13.98,43.75,6.6,8.3,53.400,54.570,43.6,0.0,47.2,2,-0.161,1.217
27.440,9395,20.7,13.51,94.6,95.8,32.8,2.41,2.98,0.778,14.71,38.98,6.5,8.8,53.420,54.600,27.8,0.0,47.9,1,-0.104,1.172
